hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
205, 0.00000, 2430.74, -2.94382, 2362.37, -122.441, 2255.37, 111.723, 0, 0, 44.5986, -2.944, 45.8857, -122.441, 46.9012, 111.741, 3.60786, -135.035
206, 0.00000, 2428.85, -3.00861, 2357.54, -122.529, 2247, 111.529, 0, 0, 45.9248, -3.00886, 47.3138, -122.529, 48.0607, 111.531, 3.67671, -139.15
207, 0.00000, 2428.77, -3.01915, 2356.34, -122.541, 2258.39, 111.469, 0, 0, 46.1039, -3.01918, 47.5209, -122.541, 48.5204, 111.469, 3.80768, -135.578
208, 0.00000, 2429.52, -3.00778, 2357.42, -122.517, 2258.4, 111.468, 0, 0, 46.6045, -3.00923, 48.0292, -122.519, 49.061, 111.468, 3.87334, -135.566
209, 0.00000, 2430.52, -2.98848, 2357.48, -122.517, 2258.03, 111.46, 0, 0, 46.6097, -2.99056, 48.0518, -122.517, 49.0773, 111.46, 3.87873, -135.385
210, 0.00000, 2435.54, -2.88618, 2373.82, -122.125, 2258.74, 111.488, 0, 0, 46.6624, -2.88646, 47.8758, -122.126, 49.2533, 111.488, 4.27039, -136.586
211, 0.00000, 2438.58, -2.6488, 2388.49, -121.947, 2306.76, 112.621, 0, 0, 35.9431, -2.64884, 36.6969, -121.947, 37.9981, 112.619, 2.94713, -129.456
212, 0.00000, 2440.78, -2.61802, 2388.71, -121.928, 2304.43, 112.562, 0, 0, 36.2857, -2.61833, 37.0763, -121.928, 38.4314, 112.563, 3.02958, -128.679
213, 0.00000, 2444.71, -2.44339, 2396.05, -121.854, 2331.37, 113.206, 0, 0, 30.8516, -2.44338, 31.4783, -121.854, 32.3527, 113.204, 2.2303, -131.02
214, 0.00000, 2455.37, -2.20299, 2397.5, -121.846, 2339.91, 113.407, 0, 0, 29.7684, -2.20436, 30.4873, -121.846, 31.2396, 113.402, 2.05321, -127.596
215, 0.00000, 2461.66, -1.96531, 2412.73, -121.623, 2370.72, 114.155, 0, 0, 25.8691, -1.96519, 26.394, -121.623, 26.862, 114.153, 1.53825, -131.718
216, 0.00000, 2456.78, -2.03519, 2414.58, -121.623, 2380.49, 114.392, 0, 0, 25.9154, -2.03445, 26.3689, -121.623, 26.7475, 114.386, 1.42668, -136.197
217, 0.00000, 2458.84, -1.97286, 2416.02, -121.615, 2371.64, 114.537, 0, 0, 25.0443, -1.9729, 25.4876, -121.615, 25.9629, 114.541, 1.37352, -130.114
218, 0.00000, 2459.86, -1.93986, 2416.55, -121.615, 2374.86, 114.616, 0, 0, 24.6053, -1.93989, 25.0464, -121.615, 25.4864, 114.616, 1.31597, -129.994
219, 0.00000, 2459.7, -1.93295, 2416.99, -121.617, 2377.78, 114.689, 0, 0, 24.3054, -1.93294, 24.7349, -121.617, 25.1431, 114.688, 1.26544, -130.549
220, 0.00000, 2459.63, -1.93134, 2417.15, -121.617, 2378.66, 114.711, 0, 0, 24.1774, -1.93133, 24.6025, -121.617, 25.0014, 114.709, 1.24949, -130.741
221, 0.00000, 2456.81, -2.08613, 2412.34, -121.63, 2352.34, 114.058, 0, 0, 29.1702, -2.08613, 29.7078, -121.63, 30.4649, 114.059, 1.86059, -128.218
222, 0.00000, 2457.29, -2.09744, 2410.6, -121.645, 2345.68, 113.897, 0, 0, 29.6833, -2.09742, 30.2579, -121.645, 31.094, 113.899, 1.98087, -126.964
223, 0.00000, 2452.05, -2.44179, 2389.73, -121.88, 2280.55, 112.322, 0, 0, 39.5384, -2.4408, 40.5714, -121.879, 42.4686, 112.31, 3.70983, -121.777
224, 0.00000, 2452.17, -2.54179, 2381.69, -121.973, 2253.39, 111.675, 0, 0, 44.7892, -2.5423, 46.1141, -121.973, 47.4697, 111.68, 4.10167, -132.866
225, 0.00000, 2439.4, -2.8084, 2364.03, -122.366, 2248.8, 111.564, 0, 0, 45.9131, -2.80742, 47.3779, -122.365, 48.3031, 111.565, 3.81673, -135.917
226, 0.00000, 2430.88, -3.01011, 2359.02, -122.452, 2253.23, 111.34, 0, 0, 47.6313, -3.01014, 49.0823, -122.452, 50.0441, 111.34, 4.04492, -138.241
227, 0.00000, 2429.95, -3.0335, 2357, -122.499, 2250.52, 111.281, 0, 0, 48.7595, -3.03266, 50.2683, -122.497, 51.1418, 111.279, 4.11524, -139.4
228, 0.00000, 2427.56, -3.09726, 2354.84, -122.532, 2244.8, 111.151, 0, 0, 49.7883, -3.09678, 51.3263, -122.532, 52.0226, 111.152, 4.20722, -142.602
229, 0.00000, 2429.59, -3.03184, 2359, -122.457, 2252.32, 111.326, 0, 0, 48.4911, -3.03216, 49.942, -122.457, 50.8977, 111.326, 4.12389, -138.978
230, 0.00000, 2427.96, -3.08453, 2355.31, -122.526, 2246.8, 111.196, 0, 0, 49.6131, -3.08212, 51.1438, -122.521, 51.9002, 111.191, 4.18916, -141.648
231, 0.00000, 2428.75, -3.07188, 2355.59, -122.518, 2246.16, 111.181, 0, 0, 49.7314, -3.07335, 51.2745, -122.518, 52.0213, 111.181, 4.20453, -141.716
232, 0.00000, 2429.82, -3.05059, 2355.99, -122.511, 2246.74, 111.194, 0, 0, 49.8095, -3.05272, 51.3683, -122.511, 52.1406, 111.194, 4.21209, -141.136
233, 0.00000, 2429.94, -3.05424, 2355.01, -122.528, 2244.21, 111.138, 0, 0, 50.0696, -3.05456, 51.6618, -122.526, 52.3511, 111.135, 4.23786, -142.104
234, 0.00000, 2434.61, -2.96604, 2370.23, -122.155, 2241.93, 111.099, 0, 0, 50.3248, -2.96624, 51.692, -122.156, 52.6603, 111.099, 4.68915, -143.899
235, 0.00000, 2438.27, -2.7173, 2385.21, -121.963, 2289.12, 112.205, 0, 0, 38.9481, -2.71806, 39.8141, -121.963, 41.4851, 112.205, 3.51734, -127.679
236, 0.00000, 2441.22, -2.65245, 2386.21, -121.943, 2291.78, 112.265, 0, 0, 38.1429, -2.65291, 39.0219, -121.943, 40.6299, 112.265, 3.41506, -127.143
237, 0.00000, 2444.81, -2.45373, 2394.89, -121.867, 2326.78, 113.1, 0, 0, 31.1543, -2.45369, 31.8042, -121.866, 32.7365, 113.097, 2.31406, -130.183
238, 0.00000, 2455.62, -2.1846, 2397.9, -121.849, 2342.64, 113.476, 0, 0, 28.8722, -2.1846, 29.5673, -121.849, 30.2652, 113.475, 1.95106, -127.688
239, 0.00000, 2461.5, -1.94515, 2413.73, -121.623, 2376.71, 114.304, 0, 0, 24.5061, -1.94498, 24.9914, -121.623, 25.3808, 114.302, 1.38866, -132.769
240, 0.00000, 2456.89, -2.01765, 2415.62, -121.618, 2369.57, 114.489, 0, 0, 24.7321, -2.01769, 25.1542, -121.618, 25.6412, 114.494, 1.3766, -130.767
241, 0.00000, 2459.01, -1.95738, 2416.59, -121.614, 2374.84, 114.617, 0, 0, 24.4377, -1.95746, 24.8668, -121.614, 25.3046, 114.615, 1.30683, -130.498
242, 0.00000, 2460.2, -1.92173, 2417.08, -121.615, 2377.97, 114.694, 0, 0, 24.1592, -1.92177, 24.5902, -121.615, 24.995, 114.693, 1.25708, -130.32
243, 0.00000, 2460.08, -1.91394, 2417.49, -121.618, 2380.86, 114.766, 0, 0, 23.9065, -1.91394, 24.3277, -121.618, 24.7023, 114.765, 1.21019, -130.848
244, 0.00000, 2460.1, -1.90683, 2417.79, -121.618, 2382.7, 114.812, 0, 0, 23.6396, -1.90699, 24.0536, -121.618, 24.4095, 114.807, 1.17809, -131.133
245, 0.00000, 2459.7, -1.99911, 2413.48, -121.632, 2359.65, 114.238, 0, 0, 28.0701, -1.99911, 28.6076, -121.632, 29.2598, 114.239, 1.69723, -127.661
246, 0.00000, 2460.19, -2.0066, 2411.89, -121.647, 2353.98, 114.101, 0, 0, 28.4345, -2.0066, 29.0036, -121.647, 29.7161, 114.103, 1.78957, -126.473
247, 0.00000, 2455.5, -2.34649, 2390.34, -121.889, 2287.48, 112.485, 0, 0, 38.4304, -2.34646, 39.4782, -121.889, 41.2533, 112.484, 3.50212, -120.292
248, 0.00000, 2454.91, -2.46222, 2382.61, -121.974, 2260.18, 111.833, 0, 0, 43.8089, -2.46259, 45.138, -121.974, 46.6388, 111.837, 4.00928, -128.913
249, 0.00000, 2441.28, -2.74876, 2366.24, -122.34, 2256.15, 111.733, 0, 0, 45.3034, -2.74776, 46.7412, -122.34, 47.8717, 111.734, 3.77206, -131.943
250, 0.00000, 2433.85, -2.93833, 2361.99, -122.403, 2259.74, 111.484, 0, 0, 47.7003, -2.93836, 49.1516, -122.403, 50.3388, 111.484, 4.07272, -134.648
251, 0.00000, 2433.48, -2.95531, 2361.59, -122.411, 2257.83, 111.439, 0, 0, 49.32, -2.95518, 50.8215, -122.411, 51.991, 111.437, 4.21458, -135.639
252, 0.00000, 2430.38, -3.02532, 2360.49, -122.427, 2254.41, 111.361, 0, 0, 49.7577, -3.02475, 51.2317, -122.427, 52.2987, 111.361, 4.25182, -138.151
253, 0.00000, 2432, -2.98184, 2361.45, -122.406, 2255.69, 111.397, 0, 0, 48.5527, -2.9841, 50.0013, -122.408, 51.0955, 111.399, 4.15937, -137.096
254, 0.00000, 2429.86, -3.05975, 2354.51, -122.532, 2243.59, 111.122, 0, 0, 50.013, -3.05941, 51.6137, -122.532, 52.2755, 111.122, 4.22606, -142.393
255, 0.00000, 2429.43, -3.07307, 2352.96, -122.561, 2240.76, 111.06, 0, 0, 50.0486, -3.07236, 51.6751, -122.559, 52.23, 111.057, 4.2244, -143.611
256, 0.00000, 2429.24, -3.07335, 2352.46, -122.576, 2241.29, 111.073, 0, 0, 49.9453, -3.07326, 51.5751, -122.575, 52.1321, 111.074, 4.19167, -143.281
257, 0.00000, 2429.65, -3.06725, 2352.51, -122.574, 2240.52, 111.057, 0, 0, 50.1092, -3.06805, 51.7515, -122.574, 52.2902, 111.056, 4.21432, -143.509
258, 0.00000, 2434.51, -2.96871, 2369.56, -122.168, 2241.4, 111.088, 0, 0, 50.2649, -2.96894, 51.643, -122.169, 52.5817, 111.088, 4.6722, -144.063
259, 0.00000, 2437.97, -2.72305, 2384.87, -121.969, 2288.74, 112.197, 0, 0, 38.8325, -2.72375, 39.6966, -121.97, 41.3636, 112.197, 3.50811, -127.661
260, 0.00000, 2440.24, -2.66312, 2386.71, -121.94, 2294.41, 112.326, 0, 0, 37.7797, -2.66348, 38.6267, -121.94, 40.1807, 112.326, 3.33224, -127.761
261, 0.00000, 2444.59, -2.44019, 2396.24, -121.855, 2333.01, 113.245, 0, 0, 30.6555, -2.44014, 31.2745, -121.855, 32.1234, 113.242, 2.19163, -131.271
262, 0.00000, 2455.55, -2.16748, 2399.3, -121.838, 2348.78, 113.621, 0, 0, 28.3315, -2.16747, 28.9958, -121.838, 29.6198, 113.62, 1.83643, -128.682
263, 0.00000, 2461.77, -1.92516, 2414.58, -121.619, 2381.17, 114.412, 0, 0, 24.0975, -1.92501, 24.5687, -121.619, 24.9135, 114.41, 1.3177, -133.515
264, 0.00000, 2457.07, -1.99212, 2416.72, -121.616, 2375.85, 114.644, 0, 0, 23.8952, -1.99216, 24.2937, -121.617, 24.7101, 114.648, 1.26056, -131.775
265, 0.00000, 2459.32, -1.92486, 2417.82, -121.614, 2382.06, 114.797, 0, 0, 23.3446, -1.92494, 23.7454, -121.614, 24.1024, 114.795, 1.16956, -131.587
266, 0.00000, 2460.36, -1.89804, 2417.99, -121.616, 2383.51, 114.833, 0, 0, 23.3057, -1.89934, 23.714, -121.616, 24.0584, 114.829, 1.15287, -131.179
267, 0.00000, 2460.22, -1.89145, 2418.32, -121.62, 2386.07, 114.897, 0, 0, 23.0721, -1.89144, 23.472, -121.62, 23.7895, 114.896, 1.11102, -131.678
268, 0.00000, 2460.26, -1.88641, 2418.49, -121.621, 2387.21, 114.926, 0, 0, 22.9205, -1.88655, 23.3166, -121.621, 23.623, 114.923, 1.09213, -131.843
269, 0.00000, 2459.87, -1.98345, 2413.84, -121.637, 2362.79, 114.317, 0, 0, 27.616, -1.98345, 28.1425, -121.637, 28.7501, 114.318, 1.62612, -127.89
270, 0.00000, 2460.42, -1.99786, 2411.77, -121.655, 2354.88, 114.124, 0, 0, 28.4239, -1.99785, 28.997, -121.655, 29.6961, 114.126, 1.77309, -126.334
271, 0.00000, 2456.06, -2.33924, 2388.27, -121.932, 2286.17, 112.454, 0, 0, 38.9462, -2.33923, 40.0518, -121.932, 41.8405, 112.453, 3.54927, -119.538
272, 0.00000, 2456.12, -2.44179, 2379.79, -122.034, 2258.66, 111.797, 0, 0, 44.5947, -2.44229, 46.0247, -122.034, 47.4627, 111.802, 4.03114, -128.587
273, 0.00000, 2443.2, -2.70758, 2362.58, -122.426, 2256.59, 111.743, 0, 0, 45.7932, -2.70671, 47.3567, -122.425, 48.4377, 111.743, 3.73388, -130.112
274, 0.00000, 2436.45, -2.86208, 2358.81, -122.503, 2251.38, 111.617, 0, 0, 47.0628, -2.8616, 48.6127, -122.503, 49.515, 111.619, 3.76489, -134.52
275, 0.00000, 2437.2, -2.83387, 2359.16, -122.513, 2255.52, 111.712, 0, 0, 47.2495, -2.83546, 48.8087, -122.514, 49.826, 111.726, 3.75559, -132.002
276, 0.00000, 2433.85, -2.89895, 2360.15, -122.493, 2255.67, 111.718, 0, 0, 47.2728, -2.89859, 48.7495, -122.493, 49.7885, 111.718, 3.782, -133.445
277, 0.00000, 2437.19, -2.80454, 2365.77, -122.389, 2263.81, 111.911, 0, 0, 45.6623, -2.8047, 47.0406, -122.389, 48.3515, 111.909, 3.7459, -129.211
278, 0.00000, 2436.44, -2.84311, 2363.14, -122.432, 2257.63, 111.765, 0, 0, 46.8803, -2.84185, 48.3363, -122.43, 49.4764, 111.745, 3.82616, -132.222
279, 0.00000, 2436.93, -2.8315, 2363.96, -122.416, 2258.24, 111.777, 0, 0, 46.7496, -2.83192, 48.1921, -122.416, 49.3609, 111.779, 3.81675, -131.802
280, 0.00000, 2437.08, -2.82753, 2363.84, -122.419, 2258.27, 111.779, 0, 0, 46.686, -2.82771, 48.1321, -122.419, 49.2981, 111.779, 3.81036, -131.686
281, 0.00000, 2436.91, -2.83851, 2361.93, -122.455, 2254.74, 111.701, 0, 0, 46.9405, -2.83803, 48.4311, -122.454, 49.4777, 111.69, 3.81416, -133.139
282, 0.00000, 2441.18, -2.75981, 2374.82, -122.131, 2251.59, 111.64, 0, 0, 47.2504, -2.75996, 48.5707, -122.131, 49.8133, 111.641, 4.16404, -135.937
283, 0.00000, 2443.79, -2.53017, 2387.13, -122.003, 2297.97, 112.748, 0, 0, 35.9691, -2.53024, 36.8231, -122.003, 38.2512, 112.743, 2.95372, -123.52
284, 0.00000, 2446.01, -2.48872, 2386.95, -122.003, 2297.45, 112.734, 0, 0, 35.7002, -2.48888, 36.5833, -122.003, 38.0084, 112.734, 2.94734, -122.653
285, 0.00000, 2450.04, -2.29633, 2394.42, -121.94, 2327.72, 113.468, 0, 0, 29.5809, -2.29637, 30.2683, -121.939, 31.1366, 113.467, 2.04181, -124.129
286, 0.00000, 2458.63, -2.09584, 2395.11, -121.949, 2335.53, 113.654, 0, 0, 28.599, -2.09629, 29.3574, -121.949, 30.1079, 113.651, 1.88854, -120.787
287, 0.00000, 2464.32, -1.87522, 2412.95, -121.662, 2364.43, 114.366, 0, 0, 24.8522, -1.87522, 25.3814, -121.662, 25.9026, 114.365, 1.44174, -125.158
288, 0.00000, 2459.46, -1.94072, 2414.75, -121.668, 2375.37, 114.635, 0, 0, 24.2839, -1.94055, 24.7338, -121.668, 25.145, 114.632, 1.27065, -129.29
289, 0.00000, 2463.32, -1.84387, 2415.79, -121.66, 2379.97, 114.748, 0, 0, 23.7858, -1.84399, 24.2539, -121.66, 24.6193, 114.747, 1.2015, -127.857
290, 0.00000, 2464.24, -1.82194, 2415.35, -121.673, 2380.52, 114.761, 0, 0, 23.642, -1.82316, 24.1203, -121.673, 24.4739, 114.76, 1.18429, -127.149
291, 0.00000, 2464.41, -1.81471, 2415.75, -121.667, 2381.42, 114.784, 0, 0, 23.4959, -1.81491, 23.9694, -121.667, 24.3157, 114.782, 1.17026, -127.242
292, 0.00000, 2464.39, -1.8187, 2414.17, -121.699, 2380.35, 114.757, 0, 0, 23.514, -1.81872, 24.0025, -121.698, 24.343, 114.76, 1.16633, -126.556
293, 0.00000, 2462.52, -1.95228, 2409.36, -121.712, 2354.65, 114.119, 0, 0, 28.1885, -1.95228, 28.8103, -121.712, 29.4792, 114.12, 1.73955, -124.35
294, 0.00000, 2462.9, -1.96194, 2407.44, -121.734, 2348.89, 113.98, 0, 0, 28.3991, -1.96193, 29.0532, -121.735, 29.7764, 113.982, 1.82217, -123.229
295, 0.00000, 2458.36, -2.2858, 2375.82, -122.205, 2285.79, 112.446, 0, 0, 38.4525, -2.28581, 39.7884, -122.205, 41.3558, 112.446, 3.34218, -115.268
296, 0.00000, 2459.27, -2.36759, 2373.42, -122.179, 2259.52, 111.819, 0, 0, 44.0386, -2.36808, 45.6312, -122.179, 46.9509, 111.823, 3.86426, -125.526
297, 0.00000, 2446.51, -2.63407, 2362.25, -122.437, 2257.75, 111.772, 0, 0, 45.0709, -2.63329, 46.6794, -122.437, 47.7653, 111.772, 3.67469, -128.125
298, 0.00000, 2439.12, -2.7956, 2362.62, -122.431, 2255.16, 111.707, 0, 0, 46.0237, -2.79505, 47.5147, -122.431, 48.5656, 111.708, 3.74997, -132.309
299, 0.00000, 2438.89, -2.7876, 2364.15, -122.414, 2259.5, 111.806, 0, 0, 46.2423, -2.7882, 47.7031, -122.415, 48.8953, 111.819, 3.77092, -130.374
300, 0.00000, 2434.08, -2.88936, 2363.65, -122.42, 2257.52, 111.761, 0, 0, 46.7533, -2.88887, 48.1471, -122.42, 49.2907, 111.761, 3.81044, -133.173
