hour, t(sec), V1, VAngle1, I1, IAngle1
1, 0.00000, 2429.85, -1.87018, 385.836, -76.5128
2, 0.00000, 2429.38, -1.88784, 385.762, -76.5304
3, 0.00000, 2428.83, -1.89706, 385.674, -76.5397
4, 0.00000, 2428.67, -1.90006, 385.649, -76.5427
5, 0.00000, 2427.72, -1.94131, 385.499, -76.5839
6, 0.00000, 2427.9, -1.94027, 385.526, -76.5829
7, 0.00000, 2424.64, -2.10069, 385.009, -76.7433
8, 0.00000, 2426.33, -2.06826, 385.278, -76.7109
9, 0.00000, 2440.57, -2.1698, 387.539, -76.8124
10, 0.00000, 2442.36, -2.10888, 387.823, -76.7515
11, 0.00000, 2435.35, -2.22467, 386.71, -76.8673
12, 0.00000, 2432.11, -2.28723, 386.196, -76.9298
13, 0.00000, 2428.66, -2.35247, 385.647, -76.9951
14, 0.00000, 2428.62, -2.34768, 385.64, -76.9903
15, 0.00000, 2429.4, -2.33348, 385.764, -76.9761
16, 0.00000, 2429.87, -2.32439, 385.84, -76.967
17, 0.00000, 2429.97, -2.31081, 385.856, -76.9534
18, 0.00000, 2433.44, -2.2325, 386.406, -76.8751
19, 0.00000, 2433.65, -2.23913, 386.44, -76.8817
20, 0.00000, 2435.77, -2.19829, 386.776, -76.8409
21, 0.00000, 2437.85, -2.13654, 387.107, -76.7791
22, 0.00000, 2440.89, -2.0665, 387.59, -76.7091
23, 0.00000, 2447.47, -1.87591, 388.634, -76.5185
24, 0.00000, 2442.23, -1.95035, 387.803, -76.5929
25, 0.00000, 2444.84, -1.88623, 388.216, -76.5288
26, 0.00000, 2446, -1.86006, 388.4, -76.5027
27, 0.00000, 2446.27, -1.85074, 388.444, -76.4933
28, 0.00000, 2446.47, -1.84518, 388.475, -76.4878
29, 0.00000, 2446.27, -1.94233, 388.444, -76.5849
30, 0.00000, 2446.73, -1.95494, 388.517, -76.5975
31, 0.00000, 2442.52, -2.27006, 387.849, -76.9127
32, 0.00000, 2442.65, -2.36607, 387.868, -77.0087
33, 0.00000, 2429.19, -2.65199, 385.732, -77.2946
34, 0.00000, 2421.97, -2.8276, 384.585, -77.4702
35, 0.00000, 2422.26, -2.82322, 384.632, -77.4658
36, 0.00000, 2417.91, -2.9297, 383.941, -77.5723
37, 0.00000, 2420.68, -2.86083, 384.38, -77.5034
38, 0.00000, 2419.8, -2.89896, 384.24, -77.5416
39, 0.00000, 2420.15, -2.88987, 384.297, -77.5325
40, 0.00000, 2420.52, -2.88441, 384.354, -77.527
41, 0.00000, 2420.44, -2.8869, 384.342, -77.5295
42, 0.00000, 2424.36, -2.8121, 384.965, -77.4547
43, 0.00000, 2427.3, -2.58254, 385.431, -77.2251
44, 0.00000, 2429.47, -2.54184, 385.775, -77.1844
45, 0.00000, 2433.76, -2.34569, 386.458, -76.9883
46, 0.00000, 2442.82, -2.12002, 387.895, -76.7626
47, 0.00000, 2448.4, -1.88839, 388.781, -76.531
48, 0.00000, 2443.27, -1.96671, 387.967, -76.6093
49, 0.00000, 2446.48, -1.88823, 388.476, -76.5308
50, 0.00000, 2447.28, -1.86495, 388.604, -76.5076
51, 0.00000, 2447.13, -1.85941, 388.58, -76.502
52, 0.00000, 2447.27, -1.85604, 388.602, -76.4986
53, 0.00000, 2445.14, -1.99682, 388.263, -76.6394
54, 0.00000, 2445.8, -2.00892, 388.369, -76.6515
55, 0.00000, 2441.47, -2.32453, 387.682, -76.9671
56, 0.00000, 2442.44, -2.40162, 387.835, -77.0442
57, 0.00000, 2430.01, -2.66366, 385.862, -77.3063
58, 0.00000, 2423.14, -2.8251, 384.771, -77.4677
59, 0.00000, 2423.51, -2.80368, 384.83, -77.4463
60, 0.00000, 0, 0, 0, 0
61, 0.00000, 0, 0, 0, 0
62, 0.00000, 0, 0, 0, 0
63, 0.00000, 0, 0, 0, 0
64, 0.00000, 0, 0, 0, 0
65, 0.00000, 0, 0, 0, 0
66, 0.00000, 0, 0, 0, 0
67, 0.00000, 0, 0, 0, 0
68, 0.00000, 0, 0, 0, 0
69, 0.00000, 0, 0, 0, 0
70, 0.00000, 0, 0, 0, 0
71, 0.00000, 0, 0, 0, 0
72, 0.00000, 0, 0, 0, 0
73, 0.00000, 0, 0, 0, 0
74, 0.00000, 0, 0, 0, 0
75, 0.00000, 0, 0, 0, 0
76, 0.00000, 0, 0, 0, 0
77, 0.00000, 0, 0, 0, 0
78, 0.00000, 0, 0, 0, 0
79, 0.00000, 0, 0, 0, 0
80, 0.00000, 0, 0, 0, 0
81, 0.00000, 0, 0, 0, 0
82, 0.00000, 0, 0, 0, 0
83, 0.00000, 0, 0, 0, 0
84, 0.00000, 0, 0, 0, 0
85, 0.00000, 0, 0, 0, 0
86, 0.00000, 0, 0, 0, 0
87, 0.00000, 0, 0, 0, 0
88, 0.00000, 0, 0, 0, 0
89, 0.00000, 5.70725E8, 160.366, 9.06179E7, 85.6972
90, 0.00000, 1.4386E12, -55.8887, 2.28436E11, -130.531
91, 0.00000, 2.5223E15, 87.8677, 4.00517E14, 13.2251
92, 0.00000, 4.37159E18, -128.376, 6.94165E17, 156.981
93, 0.00000, 6.31863E21, 15.3803, 1.00334E21, -59.2623
94, 0.00000, 8.76741E24, 159.137, 1.39218E24, 84.4941
95, 0.00000, 1.08156E28, -57.107, 1.71742E27, -131.75
96, 0.00000, 1.33515E31, 86.6494, 2.12008E30, 12.0068
97, 0.00000, 1.62583E34, -129.594, 2.58166E33, 155.763
98, 0.00000, 1.97395E37, 14.1621, 3.13443E36, -60.4805
99, 0.00000, 2.19124E22, 157.577, 3.47948E21, 82.9342
100, 0.00000, 90.841, 119.085, 14.4247, 44.4426
101, 0.00000, 1.03815, 39.7376, 0.164847, -34.905
102, 0.00000, 0.075666, -133.138, 0.012015, 152.219
103, 0.00000, 0.000982549, 147.562, 0.000156019, 72.9192
104, 0.00000, 0.0000421596, -25.297, 6.69453E-6, -99.9396
105, 0.00000, 1.42339E-7, -104.566, 2.2602E-8, -179.209
106, 0.00000, 6.57835E-10, 176.18, 1.04458E-10, 101.537
107, 0.00000, 1.79354E-11, 3.34367, 2.84797E-12, -71.2989
108, 0.00000, 8.01777E-14, -75.9113, 1.27314E-14, -150.554
109, 0.00000, 2.07581E-15, 111.249, 3.29618E-16, 36.6062
110, 0.00000, 7.1596E-18, -61.5881, 1.13687E-18, -136.231
111, 0.00000, 8.37805E-20, 125.575, 1.33035E-20, 50.9324
112, 0.00000, 1.04421E-21, -47.262, 1.65811E-22, -121.905
113, 0.00000, 3.60611E-23, 139.901, 5.72615E-24, 65.2583
114, 0.00000, 1.14852E-24, -32.9347, 1.82373E-25, -107.577
115, 0.00000, 7.46163E-27, 67.794, 1.18483E-27, -6.84862
116, 0.00000, 2.56651E-28, -105.06, 4.07537E-29, -179.702
117, 0.00000, 1.2624E-30, -4.35811, 2.00456E-31, -79.0007
118, 0.00000, 5.70086E-33, 96.3086, 9.0524E-34, 21.666
119, 0.00000, 1.96689E-35, -163.098, 3.12323E-36, 122.259
120, 0.00000, 4.41102E-37, 23.8972, 7.00427E-38, -50.7454
121, 0.00000, 3.00658E-39, -149.404, 4.77415E-40, 135.953
122, 0.00000, 1.92118E-41, 36.827, 3.05063E-42, -37.8155
123, 0.00000, 1.02295E-43, -134.994, 1.68156E-44, 150.363
124, 0.00000, 2.8026E-45, 52.3064, 0, -22.3362
125, 0.00000, 0, -120.446, 0, 164.912
126, 0.00000, 0, 66.7711, 0, -7.87147
127, 0.00000, 0, -12.4231, 0, -87.0657
128, 0.00000, 6.74485E8, 160.935, 1.07089E8, 86.2568
129, 0.00000, 1.69907E12, -55.3265, 2.69796E11, -129.969
130, 0.00000, 4.71525E15, 88.4256, 7.48735E14, 13.783
131, 0.00000, 1.31386E19, -127.822, 2.08628E18, 157.535
132, 0.00000, 3.67552E22, 15.9295, 5.83636E21, -58.7131
133, 0.00000, 9.54368E25, 159.682, 1.51544E25, 85.0397
134, 0.00000, 2.68065E29, -56.566, 4.25662E28, -131.209
135, 0.00000, 7.54398E32, 87.1858, 1.19791E32, 12.5432
136, 0.00000, 2.12072E36, -129.062, 3.36749E35, 156.295
137, 0.00000, +Inf, 14.6896, +Inf, -59.953
138, 0.00000, 4.45492E32, 158.436, 7.07398E31, 83.7938
139, 0.00000, 6.06313E24, -57.8293, 9.62765E23, -132.472
140, 0.00000, 7.07038E16, 85.9036, 1.12271E16, 11.261
141, 0.00000, 2.89111E8, -130.369, 4.5908E7, 154.989
142, 0.00000, 0.318198, 99.7699, 0.0505267, 25.1273
143, 0.00000, 0.000699656, -159.488, 0.000111098, 125.869
144, 0.00000, 0.0000120482, 27.6843, 1.91314E-6, -46.9583
145, 0.00000, 8.95322E-8, -145.128, 1.42168E-8, 140.23
146, 0.00000, 1.44229E-10, 42.122, 2.29022E-11, -32.5206
147, 0.00000, 3.20536E-13, -130.161, 5.08979E-14, 155.197
148, 0.00000, 3.61525E-16, 55.6204, 5.74066E-17, -19.0222
149, 0.00000, 3.99442E-19, -117.828, 6.34275E-20, 167.529
150, 0.00000, 4.56656E-22, 68.758, 7.25125E-23, -5.88463
151, 0.00000, 5.27367E-27, 168.818, 8.37408E-28, 94.175
152, 0.00000, 7.81603E-30, -4.64028, 1.24111E-30, -79.2829
153, 0.00000, 3.85617E-34, 95.2555, 6.12322E-35, 20.6129
154, 0.00000, 3.90955E-37, -164.119, 6.20799E-38, 121.239
155, 0.00000, 6.23337E-40, -63.4119, 9.89793E-41, -138.055
156, 0.00000, 1.02015E-42, 37.3008, 1.62551E-43, -37.3418
157, 0.00000, 1.12104E-44, -135.581, 1.4013E-45, 149.777
158, 0.00000, 0, 51.5308, 0, -23.1118
159, 0.00000, 0, -121.324, 0, 164.033
160, 0.00000, 0, 65.8313, 0, -8.81127
161, 0.00000, 0, -107.014, 0, 178.344
162, 0.00000, 0, 80.1422, 0, 5.49959
163, 0.00000, 0, -179.127, 0, 106.23
164, 0.00000, 0, -78.4229, 0, -153.065
165, 0.00000, 0, 108.68, 0, 34.0372
166, 0.00000, 0, -150.766, 0, 134.591
167, 0.00000, 0, 36.1352, 0, -38.5074
168, 0.00000, 0, -137.152, 0, 148.205
169, 0.00000, 0, 48.9129, 0, -25.7297
170, 0.00000, 0, -125.615, 0, 159.743
171, 0.00000, 0, 57.8393, 0, -16.8033
172, 0.00000, 0, -122.235, 0, 163.122
173, 0.00000, 0, 50.7837, 0, -23.8589
174, 0.00000, 0, -145.867, 0, 139.49
175, 0.00000, 0, -75.9354, 0, -150.578
176, 0.00000, 0, 97.2483, 0, 22.6057
177, 0.00000, 0, -166.956, 0, 118.401
178, 0.00000, 0, 21.4924, 0, -53.1502
179, 0.00000, 0, 127.25, 0, 52.6069
180, 0.00000, 2505.62, -0.857643, 397.868, -75.5002
181, 0.00000, 2442.86, -2.41626, 387.902, -77.0589
182, 0.00000, 2442.71, -2.41882, 387.878, -77.0614
183, 0.00000, 2443.58, -2.4062, 388.016, -77.0488
184, 0.00000, 2443.8, -2.39977, 388.051, -77.0424
185, 0.00000, 2443.82, -2.37984, 388.054, -77.0224
186, 0.00000, 2447.79, -2.28157, 388.686, -76.9242
187, 0.00000, 2448, -2.27838, 388.718, -76.921
188, 0.00000, 2450.27, -2.22732, 389.078, -76.8699
189, 0.00000, 2452.69, -2.16149, 389.463, -76.8041
190, 0.00000, 2456, -2.08815, 389.989, -76.7308
191, 0.00000, 2462.99, -1.89051, 391.098, -76.5331
192, 0.00000, 2458.12, -1.95509, 390.325, -76.5977
193, 0.00000, 2460.86, -1.88489, 390.76, -76.5275
194, 0.00000, 2462.38, -1.84724, 391.001, -76.4898
195, 0.00000, 2462.78, -1.83517, 391.066, -76.4778
196, 0.00000, 2463.09, -1.8303, 391.115, -76.4729
197, 0.00000, 2462.86, -1.92585, 391.078, -76.5684
198, 0.00000, 2463.2, -1.92924, 391.132, -76.5718
199, 0.00000, 2458.69, -2.26275, 390.417, -76.9054
200, 0.00000, 2458.62, -2.36809, 390.405, -77.0107
201, 0.00000, 2444.49, -2.66708, 388.161, -77.3097
202, 0.00000, 2435.73, -2.86793, 386.77, -77.5105
203, 0.00000, 2434.44, -2.88696, 386.566, -77.5296
204, 0.00000, 2429.43, -2.9907, 385.77, -77.6333
205, 0.00000, 2430.74, -2.94382, 385.977, -77.5864
206, 0.00000, 2428.85, -3.00861, 385.677, -77.6512
207, 0.00000, 2428.77, -3.01915, 385.664, -77.6618
208, 0.00000, 2429.52, -3.00778, 385.784, -77.6504
209, 0.00000, 2430.52, -2.98848, 385.943, -77.6311
210, 0.00000, 2435.54, -2.88618, 386.74, -77.5288
211, 0.00000, 2438.58, -2.6488, 387.222, -77.2914
212, 0.00000, 2440.78, -2.61802, 387.573, -77.2606
213, 0.00000, 2444.71, -2.44339, 388.195, -77.086
214, 0.00000, 2455.37, -2.20299, 389.889, -76.8456
215, 0.00000, 2461.66, -1.96531, 390.888, -76.6079
216, 0.00000, 2456.78, -2.03519, 390.113, -76.6778
217, 0.00000, 2458.84, -1.97286, 390.439, -76.6155
218, 0.00000, 2459.86, -1.93986, 390.602, -76.5825
219, 0.00000, 2459.7, -1.93295, 390.576, -76.5756
220, 0.00000, 2459.63, -1.93134, 390.564, -76.5739
221, 0.00000, 2456.81, -2.08613, 390.117, -76.7287
222, 0.00000, 2457.29, -2.09744, 390.193, -76.74
223, 0.00000, 2452.05, -2.44179, 389.362, -77.0844
224, 0.00000, 2452.17, -2.54179, 389.38, -77.1844
225, 0.00000, 2439.4, -2.8084, 387.353, -77.451
226, 0.00000, 2430.88, -3.01011, 386, -77.6527
227, 0.00000, 2429.95, -3.0335, 385.852, -77.6761
228, 0.00000, 2427.56, -3.09726, 385.473, -77.7399
229, 0.00000, 2429.59, -3.03184, 385.796, -77.6744
230, 0.00000, 2427.96, -3.08453, 385.536, -77.7271
231, 0.00000, 2428.75, -3.07188, 385.661, -77.7145
232, 0.00000, 2429.82, -3.05059, 385.831, -77.6932
233, 0.00000, 2429.94, -3.05424, 385.85, -77.6968
234, 0.00000, 2434.61, -2.96604, 386.592, -77.6086
235, 0.00000, 2438.27, -2.7173, 387.173, -77.3599
236, 0.00000, 2441.22, -2.65245, 387.642, -77.2951
237, 0.00000, 2444.81, -2.45373, 388.212, -77.0963
238, 0.00000, 2455.62, -2.1846, 389.928, -76.8272
239, 0.00000, 2461.5, -1.94515, 390.862, -76.5877
240, 0.00000, 2456.89, -2.01765, 390.129, -76.6602
241, 0.00000, 2459.01, -1.95738, 390.467, -76.6
242, 0.00000, 2460.2, -1.92173, 390.655, -76.5643
243, 0.00000, 2460.08, -1.91394, 390.636, -76.5565
244, 0.00000, 2460.1, -1.90683, 390.64, -76.5494
245, 0.00000, 2459.7, -1.99911, 390.576, -76.6417
246, 0.00000, 2460.19, -2.0066, 390.653, -76.6492
247, 0.00000, 2455.5, -2.34649, 389.91, -76.9891
248, 0.00000, 2454.91, -2.46222, 389.815, -77.1048
249, 0.00000, 2441.28, -2.74876, 387.651, -77.3914
250, 0.00000, 2433.85, -2.93833, 386.472, -77.5809
251, 0.00000, 2433.48, -2.95531, 386.413, -77.5979
252, 0.00000, 2430.38, -3.02532, 385.921, -77.6679
253, 0.00000, 2432, -2.98184, 386.177, -77.6244
254, 0.00000, 2429.86, -3.05975, 385.837, -77.7023
255, 0.00000, 2429.43, -3.07307, 385.77, -77.7157
256, 0.00000, 2429.24, -3.07335, 385.74, -77.716
257, 0.00000, 2429.65, -3.06725, 385.804, -77.7099
258, 0.00000, 2434.51, -2.96871, 386.576, -77.6113
259, 0.00000, 2437.97, -2.72305, 387.125, -77.3657
260, 0.00000, 2440.24, -2.66312, 387.486, -77.3057
261, 0.00000, 2444.59, -2.44019, 388.176, -77.0828
262, 0.00000, 2455.55, -2.16748, 389.916, -76.8101
263, 0.00000, 2461.77, -1.92516, 390.906, -76.5678
264, 0.00000, 2457.07, -1.99212, 390.158, -76.6347
265, 0.00000, 2459.32, -1.92486, 390.516, -76.5675
266, 0.00000, 2460.36, -1.89804, 390.681, -76.5406
267, 0.00000, 2460.22, -1.89145, 390.659, -76.534
268, 0.00000, 2460.26, -1.88641, 390.665, -76.529
269, 0.00000, 2459.87, -1.98345, 390.603, -76.6261
270, 0.00000, 2460.42, -1.99786, 390.691, -76.6405
271, 0.00000, 2456.06, -2.33924, 389.998, -76.9818
272, 0.00000, 2456.12, -2.44179, 390.008, -77.0844
273, 0.00000, 2443.2, -2.70758, 387.956, -77.3502
274, 0.00000, 2436.45, -2.86208, 386.884, -77.5047
275, 0.00000, 2437.2, -2.83387, 387.004, -77.4765
276, 0.00000, 2433.85, -2.89895, 386.471, -77.5415
277, 0.00000, 2437.19, -2.80454, 387.002, -77.4471
278, 0.00000, 2436.44, -2.84311, 386.882, -77.4857
279, 0.00000, 2436.93, -2.8315, 386.96, -77.4741
280, 0.00000, 2437.08, -2.82753, 386.985, -77.4701
281, 0.00000, 2436.91, -2.83851, 386.958, -77.4811
282, 0.00000, 2441.18, -2.75981, 387.635, -77.4024
283, 0.00000, 2443.79, -2.53017, 388.05, -77.1728
284, 0.00000, 2446.01, -2.48872, 388.403, -77.1313
285, 0.00000, 2450.04, -2.29633, 389.043, -76.9389
286, 0.00000, 2458.63, -2.09584, 390.405, -76.7384
287, 0.00000, 2464.32, -1.87522, 391.309, -76.5178
288, 0.00000, 2459.46, -1.94072, 390.538, -76.5833
289, 0.00000, 2463.32, -1.84387, 391.151, -76.4865
290, 0.00000, 2464.24, -1.82194, 391.297, -76.4645
291, 0.00000, 2464.41, -1.81471, 391.324, -76.4573
292, 0.00000, 2464.39, -1.8187, 391.32, -76.4613
293, 0.00000, 2462.52, -1.95228, 391.023, -76.5949
294, 0.00000, 2462.9, -1.96194, 391.085, -76.6045
295, 0.00000, 2458.36, -2.2858, 390.364, -76.9284
296, 0.00000, 2459.27, -2.36759, 390.507, -77.0102
297, 0.00000, 2446.51, -2.63407, 388.481, -77.2767
298, 0.00000, 2439.12, -2.7956, 387.308, -77.4382
299, 0.00000, 2438.89, -2.7876, 387.272, -77.4302
300, 0.00000, 2434.08, -2.88936, 386.508, -77.532
